accidents,traffic_fine_amount,traffic_density,traffic_lights,pavement_quality,urban_area,average_speed,rain_intensity,vehicle_count,time_of_day
19,7.4314,7.6329,0.4716,0.5315,1,45.9359,0.0759,30.1251,2.6765
21,6.9418,7.2261,0.4286,4.4651,0,47.5492,1.598,88.1555,13.3911
23,3.5194,2.045,0.2339,0.9863,1,4.2212,1.9546,38.6552,5.9242
12,9.5938,3.3797,0.0537,3.6845,0,21.6694,2.4686,56.08,4.9588
15,7.6411,4.6985,0.4293,3.6442,0,32.405,1.4348,12.9223,6.0076
23,5.9892,3.3079,0.7882,0.0425,1,40.1228,2.0296,25.9215,2.3844
22,6.5055,7.5494,0.7153,1.1031,0,12.0736,2.201,42.2411,1.6735
23,4.7764,3.2935,0.8608,2.4595,1,45.7302,1.8392,65.9576,15.5248
19,3.2296,1.3823,0.0096,2.1002,1,11.0488,1.0566,28.7418,22.5835
22,4.2038,3.9904,0.9664,4.5929,1,43.3088,0.3957,95.1254,16.512
20,7.8206,9.7991,0.3414,1.7987,0,25.6356,1.9426,22.8015,7.4845
25,1.1295,2.2588,0.9904,4.6849,1,25.7711,2.3061,78.1118,8.0411
26,2.0447,6.1216,0.2526,2.2971,1,18.7003,0.5695,37.0953,12.9933
25,1.414,4.3297,0.4715,4.8218,1,5.1753,1.4846,83.5067,20.7912
20,1.3666,0.7102,0.3539,3.6868,0,17.3545,1.1917,92.3875,4.8591
11,8.6991,4.8788,0.3558,4.1467,1,21.3368,0.6171,19.5145,11.2443
20,7.3329,7.0216,0.8423,0.5244,1,23.9511,0.7359,49.6562,11.9747
21,5.2676,5.1322,0.7464,2.9307,1,36.9548,0.713,16.2822,22.3494
30,1.8805,8.7211,0.9922,0.7135,1,17.6035,1.2568,70.8767,12.8677
19,5.4245,2.8894,0.6135,1.4881,1,20.3296,1.1714,83.3916,18.7406
18,5.2612,0.8625,0.4633,3.1178,0,45.3049,1.6625,39.5573,2.1072
25,2.5588,9.3657,0.0901,3.6311,0,37.6284,0.2796,40.2783,7.8462
21,4.9047,3.782,0.9966,0.1959,0,1.1428,1.7438,21.1801,14.6742
18,4.5865,5.7641,0.5515,2.6547,0,40.6044,0.0655,31.3469,16.2633
21,6.5427,7.92,0.7005,2.8266,1,49.4972,0.7721,33.0654,21.2451
20,6.7158,3.2431,0.4067,0.3941,1,46.9884,1.5064,16.4019,14.1702
28,1.4077,7.1616,0.5477,2.5034,1,41.7978,2.0608,31.6853,6.9499
22,4.3715,1.3542,0.9426,3.5692,1,31.4587,2.3138,90.8184,12.9383
13,6.6327,2.9129,0.1664,0.2661,1,13.9096,0.1067,33.2132,17.0767
16,5.5282,1.4471,0.2924,3.8013,0,32.7215,1.6125,28.1693,18.8243
18,8.7084,8.1123,0.1521,2.8821,1,34.7796,1.0633,39.0796,22.67
16,6.9282,2.2265,0.7922,4.1661,1,14.0779,2.0847,96.067,4.5781
28,2.4664,7.174,0.062,1.0903,1,12.7665,0.8513,76.6933,15.8627
28,1.6351,9.433,0.0816,4.1664,1,19.8462,2.2312,20.9721,4.8074
23,6.7818,5.2777,0.2985,0.4728,1,32.0573,1.8067,75.5026,7.6289
29,1.2386,5.4003,0.5142,2.0191,1,14.6531,2.369,76.8572,3.4263
27,6.272,4.6103,0.4063,0.9974,1,27.7833,2.9532,95.0636,18.5518
13,9.4621,3.2589,0.0448,4.3801,0,44.9619,2.7258,89.2184,21.936
16,6.1793,4.7566,0.9575,3.5246,0,14.755,1.7799,10.4243,0.7183
30,4.4935,6.0281,0.9529,0.1268,1,48.2987,2.6813,46.0031,19.5242
23,6.7896,9.8599,0.2794,0.0476,1,23.6674,0.4593,70.5964,5.8021
21,5.1243,9.3776,0.7315,1.4562,0,5.0454,0.1291,97.3635,11.6873
23,5.9106,8.6215,0.5786,0.7164,1,2.752,1.5994,9.4303,17.9573
20,9.4732,8.8913,0.2375,3.1515,1,16.9337,2.9231,37.455,12.1645
22,4.4749,4.6785,0.2622,3.319,1,12.9379,2.1292,49.7302,5.55
14,9.6507,6.5744,0.4912,4.7098,1,42.1857,0.9154,41.9112,21.748
18,9.1482,8.9507,0.4192,4.7602,1,36.8819,2.0063,46.1221,14.246
24,2.7621,3.9295,0.2912,3.2945,1,44.2273,0.1197,37.5411,22.3501
34,1.6243,9.6176,0.8075,0.0284,0,29.4627,1.4119,97.0916,20.3194
27,1.907,4.1579,0.4815,1.795,1,21.7729,0.7118,80.5212,21.0381
25,1.164,6.0108,0.6548,2.5657,0,13.5284,0.1476,73.9293,8.6811
25,1.85,7.098,0.1893,2.4959,0,29.1554,0.7497,41.6594,23.6956
25,7.1471,9.5059,0.5335,3.0167,1,30.9012,2.1674,88.2708,20.4575
21,1.6407,2.4462,0.318,4.8028,1,19.6474,1.6536,10.2406,8.1026
24,3.8708,7.4613,0.5264,4.426,1,46.8298,0.0703,15.1984,21.514
17,8.6039,5.2082,0.7808,0.5445,0,31.9977,1.2292,95.4517,18.127
28,1.2094,2.6856,0.7689,1.3299,1,41.8741,2.2565,57.1318,17.4033
18,8.3302,7.7661,0.3542,4.1655,0,31.0195,2.8638,16.7863,0.1494
24,3.5367,5.5222,0.6943,4.1215,0,15.8268,2.6231,94.9654,0.5416
26,2.0635,6.6097,0.9413,1.3769,1,36.831,0.0046,97.5095,16.675
14,7.2706,3.229,0.6257,3.6529,1,11.5127,0.6561,88.2678,6.6884
14,6.6605,4.8127,0.1484,3.3602,1,29.8305,0.6232,24.6172,1.4044
17,8.8972,6.1735,0.6797,2.3676,1,20.1183,1.2393,28.5709,6.8628
16,7.6156,4.0491,0.1049,1.0073,1,7.4942,1.9373,41.2903,20.1098
11,8.2313,1.9837,0.8721,4.4432,0,20.662,0.4592,58.3529,11.2947
28,3.5383,9.6164,0.5167,3.3893,0,15.514,2.747,99.226,14.7739
28,2.597,5.1147,0.3851,0.845,1,5.6111,2.3314,95.6572,19.2121
19,7.7555,7.3392,0.057,3.524,1,41.1914,1.258,92.1928,7.761
15,8.2615,4.1105,0.3808,3.7072,1,24.9291,1.752,9.8384,0.2675
11,9.9145,3.5513,0.9032,4.4344,0,17.3178,1.6254,75.9595,7.7597
23,4.7136,4.0716,0.021,1.1142,1,25.2482,1.7467,87.8077,22.9603
21,4.3482,4.092,0.4746,4.9438,0,37.7292,2.5803,33.9947,11.5748
18,7.9877,5.4418,0.9312,0.767,1,0.9148,0.6004,22.7378,13.6754
24,4.0672,5.4347,0.3948,3.0034,1,27.3376,2.0511,75.0957,18.2503
10,9.3768,4.9715,0.4282,3.2859,0,23.9575,0.3211,9.9929,2.7584
15,8.7257,1.3479,0.5786,2.0948,1,44.6535,1.3775,94.145,17.6145
23,4.8609,4.9608,0.4629,2.3752,1,27.7986,1.9075,16.4517,7.1461
9,7.7578,1.691,0.1686,4.4546,1,6.8661,0.0375,46.2962,9.3159
10,7.7909,1.2614,0.0186,3.2264,1,19.4342,0.3242,98.297,6.4678
27,1.9281,9.3265,0.6098,2.485,1,31.0535,0.2738,98.8338,3.6851
16,9.123,6.0495,0.9208,0.6417,1,2.2967,1.1241,77.823,8.6751
23,5.5473,6.5949,0.1064,0.0367,1,44.2325,1.866,84.0797,2.2713
19,8.4381,4.0179,0.211,0.6248,0,3.3891,2.9879,96.7499,20.2747
21,3.8804,9.0898,0.3702,4.7809,0,1.5296,0.7622,92.8155,7.3427
11,9.0597,6.3793,0.8087,3.8204,0,0.1008,0.4079,62.5888,15.6868
22,4.5028,7.6917,0.2693,4.8356,1,34.1872,1.2443,73.7271,7.1207
26,1.0975,3.6856,0.8821,0.1785,1,22.796,0.4379,59.7839,5.0569
14,9.1484,9.6001,0.055,3.4011,1,5.1409,0.0736,51.143,17.1278
32,1.8216,8.2046,0.941,0.2215,0,42.8104,1.6919,88.2021,14.9761
26,3.8738,8.5395,0.5607,3.9103,1,10.136,2.6387,74.0645,5.2345
16,9.5506,1.7219,0.6588,1.9048,1,16.3162,2.5826,86.1218,14.6903
8,9.5555,2.7096,0.3677,0.4788,0,8.8861,0.3024,10.4952,0.12
17,6.1609,2.8563,0.782,2.8402,1,46.3378,0.4424,58.072,4.246
17,6.6865,2.7091,0.1666,1.4006,1,37.9033,1.4734,33.6222,17.4661
22,5.036,8.5541,0.0489,3.2979,1,36.1977,1.1031,51.826,9.8436
17,3.6389,0.3188,0.3955,3.2909,1,2.1998,2.1092,61.6836,4.8871
20,3.958,0.761,0.8537,3.525,1,26.1351,1.4848,84.7301,12.142
12,7.0527,2.7391,0.7549,4.9623,1,28.7726,0.0604,4.1559,11.1652
14,7.7714,1.9987,0.5172,1.9335,0,19.126,0.8537,17.2344,15.2145
16,8.1242,2.3186,0.5721,2.3266,1,16.0878,2.7045,92.2231,1.7409
21,8.1066,7.9794,0.1299,4.0231,1,42.5971,1.5345,96.7598,19.6644
26,1.8209,5.6313,0.8407,2.8919,1,1.1508,2.3938,6.4868,1.3986
17,5.4498,0.0577,0.787,0.1863,0,31.2677,1.2069,33.847,10.8925
26,1.518,4.2932,0.6565,4.2154,1,19.7123,2.0309,1.9633,17.0514
18,5.9458,4.0788,0.4662,0.2575,1,33.2975,0.507,75.9874,8.2755
20,4.9738,1.1395,0.9645,0.8541,0,9.8959,2.2096,68.5121,21.8428
23,8.9893,6.7614,0.879,0.5104,1,11.933,2.3597,56.9157,18.1256
24,4.1582,7.021,0.6444,0.3896,1,29.3427,0.2704,69.4745,10.2252
29,2.0536,7.2089,0.3718,0.1284,1,48.9969,0.5499,54.2413,4.4118
30,2.2869,7.2847,0.618,0.2751,1,48.7342,1.3887,24.6453,1.0425
13,7.8536,0.0005,0.5754,2.2122,0,12.449,1.9123,75.679,19.2399
23,6.564,9.5392,0.3942,1.2643,1,5.1176,1.9125,78.5445,4.6626
31,1.9101,8.1421,0.3067,0.6327,1,29.5172,2.0046,85.566,6.4722
30,1.757,9.0398,0.407,3.2935,1,20.9991,2.1432,95.4536,0.2491
13,7.3087,0.1564,0.5739,1.1306,0,38.0843,1.5173,75.0066,0.4374
30,1.6549,9.3386,0.4281,0.0947,1,26.3992,1.7246,6.4004,5.53
16,8.3967,8.0979,0.2636,2.0921,1,25.5293,0.0252,3.063,20.9488
22,7.3562,8.3722,0.761,1.5522,1,32.323,0.4998,74.2472,18.7398
23,1.7321,0.9329,0.5315,1.593,1,6.3209,1.4957,6.549,18.477
30,1.7635,7.3878,0.0677,2.2264,1,33.8581,2.2368,32.2785,19.8488
16,9.8798,9.5992,0.3683,3.3446,1,24.426,2.4268,14.4798,4.4787
29,4.3684,6.7855,0.8849,3.0824,1,41.0074,2.1868,96.9211,23.4976
19,4.3358,5.7056,0.7552,4.6863,0,6.9353,1.4592,32.323,5.5726
18,8.3152,9.4563,0.3232,2.5886,1,15.0374,0.8438,6.4595,3.5983
17,9.5252,4.4294,0.9382,2.3628,1,47.5123,1.3341,95.0111,7.0715
14,9.874,5.9929,0.0766,1.0671,1,27.6536,0.0279,61.2657,12.7309
19,7.7804,4.7634,0.9612,3.7769,1,46.465,1.7939,4.5748,2.9863
24,4.3863,9.3285,0.2457,0.7039,0,34.4518,0.2237,83.5027,17.7269
19,1.7515,0.7608,0.0091,2.4557,0,46.3216,0.4362,16.1003,8.9166
20,7.9943,5.0112,0.4338,2.1066,1,15.8913,1.8779,80.4412,13.642
17,6.0256,6.8695,0.359,3.2915,0,4.5267,0.04,60.6724,17.6217
23,4.818,7.9191,0.5391,4.5881,0,40.1121,1.7207,18.5344,21.6454
19,9.1572,5.8302,0.7968,4.733,1,40.2234,1.9151,75.5072,19.6643
35,2.0008,9.0892,0.8424,0.839,1,30.9413,2.3648,45.996,12.8992
20,5.4336,9.4199,0.4012,1.3091,0,28.9785,0.2041,64.172,23.7881
19,1.1022,0.6432,0.4298,4.0582,0,45.7454,0.0088,87.0819,12.7137
18,5.2179,4.0237,0.1482,2.5914,0,8.8249,2.3006,26.7695,12.8633
21,1.5067,0.2346,0.0475,2.2652,1,30.8269,0.8702,37.2312,3.8037
26,2.0694,3.2942,0.6412,3.5531,1,2.4885,2.6616,99.7299,3.5693
21,2.0577,5.3687,0.0644,3.0096,0,7.0432,0.5549,51.3033,4.0488
23,6.8429,9.1079,0.7338,4.8536,1,21.8636,1.7565,56.2918,14.2037
16,7.7144,8.4655,0.5391,2.9199,0,41.0604,0.3282,29.2584,9.9641
13,6.2503,1.275,0.1986,2.3299,0,36.6566,1.2081,42.1867,9.2612
15,9.6596,0.9303,0.5395,2.7141,1,48.7032,2.6462,50.6536,3.0614
19,4.3738,5.8927,0.183,4.0427,0,2.2424,1.825,26.586,9.1462
25,3.5714,5.3212,0.4387,3.0634,1,19.0676,2.0689,24.5764,9.0718
11,8.8174,2.6638,0.7996,3.2352,1,7.9395,0.6779,60.4462,14.8995
24,3.0124,8.9945,0.4619,4.8572,0,1.8481,2.7683,19.1815,9.3218
16,9.669,9.2737,0.1487,3.092,1,13.2199,1.8704,55.7923,10.0503
25,1.1094,4.0261,0.7238,1.9014,1,12.2236,0.3177,70.9152,6.541
13,9.7289,8.903,0.1868,3.4566,1,21.0014,0.0467,20.6275,3.1561
23,1.3884,3.8395,0.7385,3.2973,1,7.0041,0.0478,74.8419,7.2003
15,9.0203,7.3682,0.4794,0.0692,1,24.4284,0.1536,36.6088,1.0264
23,5.7493,4.7594,0.4537,2.3366,0,46.0049,2.7348,99.2579,4.889
12,9.9367,1.2258,0.8514,3.7145,1,37.4094,1.0751,97.9286,7.7989
26,1.6642,9.2793,0.7086,2.4952,0,42.1089,0.8947,80.0609,3.4955
17,5.9847,4.541,0.0329,3.8981,0,40.2364,1.2496,34.9294,15.9593
16,9.7237,7.3449,0.2962,2.2544,1,19.4813,1.2287,93.7838,6.7384
18,5.7079,3.6717,0.8709,4.9166,0,35.4481,0.7155,99.8791,14.7727
12,6.6646,0.1888,0.0183,1.4645,0,37.7128,0.2755,46.7656,15.4533
14,7.2617,1.0053,0.5453,0.4606,1,10.2824,0.3259,61.8443,10.7349
23,5.0909,4.9622,0.7278,2.1501,1,43.0131,1.7976,1.5927,10.7786
19,6.648,6.8996,0.6219,2.7085,0,22.8874,1.1905,5.3098,13.9551
17,6.2588,3.3474,0.7605,1.7455,0,0.818,2.7074,50.5592,6.299
15,9.1104,6.9549,0.7257,1.2114,0,32.1692,1.3912,61.3221,0.5099
25,1.409,6.9864,0.692,3.3603,0,33.8382,1.5105,31.9269,15.4806
29,3.5287,7.0394,0.8215,1.8856,1,27.5881,2.7847,10.8139,14.6046
15,9.5537,4.9252,0.6457,3.1568,1,10.6208,1.5049,78.4449,11.4331
18,9.0124,9.1489,0.4024,3.8954,1,24.1139,1.5059,42.4572,21.0184
19,5.1009,4.892,0.4719,3.805,1,20.0064,1.0895,65.236,12.207
22,6.5812,4.5027,0.7167,1.8765,1,48.7343,2.1312,65.3699,7.2839
26,3.4964,1.9938,0.8763,2.8395,1,41.2339,1.1767,55.137,17.1248
25,2.6931,3.0766,0.2722,2.2483,1,38.095,1.765,18.6705,23.0977
16,5.1733,0.4233,0.3421,4.354,1,9.0537,1.3422,61.9921,17.6851
24,4.1802,6.3354,0.9307,4.3938,1,16.552,1.5862,32.8863,21.8123
20,6.2529,2.4854,0.5785,1.7187,1,18.9856,2.4811,82.0934,2.7051
24,1.6996,3.0416,0.179,0.4587,1,24.6314,1.2412,20.1265,2.9037
14,9.7696,7.7081,0.6637,0.8379,1,1.5112,0.6902,29.8237,3.7105
14,9.8759,3.2722,0.9908,1.835,0,29.6505,1.711,44.5903,16.8685
20,7.2835,2.422,0.8235,2.8212,1,17.8928,2.8125,74.2613,9.353
20,5.8249,1.6906,0.7457,3.2839,1,28.0839,2.0796,72.3543,11.4651
21,3.7857,7.7486,0.208,1.6569,1,0.4489,0.9251,34.3739,6.2861
16,8.3242,1.2971,0.8761,3.3375,1,16.0717,2.889,51.5645,17.6665
16,7.1626,4.5375,0.5258,4.6887,1,38.4333,1.0282,24.1892,20.2884
28,2.4636,5.0693,0.8893,3.2601,0,25.0541,2.9498,77.2662,3.8451
15,9.1983,6.8739,0.3298,0.7928,1,39.4444,0.576,20.4743,4.6256
21,8.4028,6.3328,0.0621,2.8983,1,34.948,2.9989,82.1153,8.1456
16,9.5482,8.1072,0.476,2.7095,1,42.746,0.2277,93.7495,6.724
12,7.5315,0.4475,0.2698,4.3535,0,0.3722,2.1397,99.17,12.7569
20,6.5207,2.9644,0.7152,1.7515,0,13.0663,2.2213,85.8393,18.0619
23,4.7642,2.8013,0.9571,2.1147,1,27.4401,2.0387,22.9482,19.0386
15,9.3946,1.4602,0.691,2.9933,1,47.0509,2.3328,42.2348,5.0028
13,8.7946,2.8918,0.8869,2.6221,1,33.9895,1.4155,9.7948,4.214
19,1.407,3.0977,0.453,3.5951,0,22.8294,0.1623,17.2906,8.7287
25,1.2373,5.2188,0.7716,0.2019,0,6.5071,1.0733,5.92,3.5454
24,4.3882,6.637,0.843,2.8176,0,24.6608,1.9269,64.4677,2.2031
18,8.295,3.811,0.7109,0.6084,0,22.0543,1.9387,53.7855,5.822
14,9.8855,7.1947,0.5078,1.576,0,38.9222,0.5856,91.7843,9.4547
22,2.3538,3.3617,0.6259,3.3081,1,20.6674,0.759,46.8378,14.1082
19,6.3472,2.9028,0.7005,0.7871,1,15.9419,1.4601,64.5884,17.3587
23,4.428,5.4119,0.2531,1.5442,1,4.486,2.1858,40.7581,5.3475
14,9.7292,0.2372,0.8096,3.515,1,2.3251,2.5584,83.1162,19.6479
8,8.5791,0.7979,0.9503,3.254,1,21.9567,0.2595,92.7112,0.8081
19,8.545,4.1797,0.4652,0.4552,1,17.3431,2.7769,43.7414,10.6571
27,5.2182,9.4291,0.7011,2.8863,0,27.7662,2.7832,9.1874,15.1938
22,4.7334,7.2151,0.737,0.7363,1,35.5964,0.0238,17.19,6.9903
21,3.4607,0.8813,0.6622,1.2614,1,2.0003,1.5192,72.3339,16.4086
32,1.5074,8.4632,0.5471,2.2961,1,24.8109,1.7614,33.2015,20.8093
20,8.7825,7.323,0.8816,0.5467,1,43.0986,1.6611,78.7531,2.1448
14,8.3161,6.1095,0.4489,4.9682,0,22.7583,1.8473,75.2262,12.3015
14,9.9975,8.2029,0.0611,0.8268,1,26.0621,1.5101,69.7359,0.4505
12,9.9697,4.0411,0.8446,3.9066,1,24.3396,0.8814,81.6075,6.7098
13,5.9989,2.215,0.674,4.1492,0,19.4896,0.2871,75.899,3.2866
14,7.9209,5.1202,0.8493,4.9723,1,5.506,0.6251,63.6262,14.9826
13,9.5029,5.4884,0.1385,2.1433,1,6.3178,2.2208,1.4185,5.9684
10,8.6468,5.3833,0.0308,4.3705,0,8.9545,0.7232,52.052,6.7776
25,3.2261,5.6507,0.9344,4.7877,0,39.6282,2.4891,59.93,4.9351
23,5.0549,9.487,0.1477,0.8645,1,13.7666,1.2105,96.1039,5.8513
28,2.1624,9.0225,0.8097,2.3972,1,47.4062,1.2434,65.3977,5.4026
20,9.5865,8.7572,0.8232,0.3001,0,40.5085,2.6055,57.9719,16.7489
20,6.4556,8.0142,0.7087,3.1036,1,34.227,0.6429,54.5782,22.9394
24,3.0578,9.4343,0.1313,2.907,1,36.0197,0.5689,11.226,11.7656
19,7.0453,0.9849,0.6674,1.0206,1,2.3816,2.9562,43.3344,14.4093
18,6.5632,2.6512,0.8891,3.9895,1,28.4195,1.6218,14.3012,19.6345
23,4.2235,4.9506,0.4255,0.1863,1,47.0528,0.5716,6.2171,11.4265
24,2.022,8.4653,0.4135,4.0311,1,1.9555,0.4974,33.6175,7.2486
22,7.0442,5.0517,0.4429,0.1332,0,14.5508,2.585,64.8988,22.8234
21,5.6828,7.4803,0.0823,3.2841,0,2.5756,1.7995,86.8129,21.7478
14,7.9509,1.3896,0.892,0.3938,1,28.4871,0.3451,81.2262,5.2886
19,5.6815,2.5241,0.8692,1.2561,0,5.81,2.6607,30.1743,16.8738
16,8.6696,7.3178,0.9979,3.6096,1,23.9625,1.3317,5.5537,15.5313
22,5.9672,1.6473,0.5852,1.402,1,35.9975,2.9681,40.8651,15.5912
18,6.0484,3.5136,0.7512,2.5559,0,8.2219,0.8453,32.1631,19.9345
15,8.8899,2.6487,0.2027,4.5762,1,37.7682,1.5865,37.7552,16.1785
21,4.6313,3.4986,0.6675,0.2482,1,3.0102,0.5193,56.3508,12.4321
26,2.2061,7.0832,0.6497,4.0554,1,7.4812,1.3191,4.0109,20.3056
25,1.259,3.6785,0.9012,0.3264,0,14.0055,0.5296,37.7098,6.3562
20,7.7962,5.5526,0.8308,0.634,0,39.805,0.9217,56.3047,16.3014
17,6.5828,0.9993,0.9385,0.5966,1,42.5068,0.8096,43.6661,16.8365
22,7.3367,8.0502,0.8688,4.9705,1,11.019,0.8493,67.0557,20.8877
30,2.9167,3.6989,0.8687,0.9009,1,4.7892,2.9095,19.427,23.9594
21,2.2273,6.4853,0.0637,4.4838,1,42.3977,0.1153,16.229,13.3812
27,1.1309,7.2539,0.846,4.9547,1,32.4684,1.4906,31.4796,11.6259
24,4.1553,2.0966,0.6075,1.9189,1,7.8928,1.8877,11.0712,14.4164
24,6.3093,8.8467,0.3804,3.1552,1,27.8858,1.9823,24.3899,15.8083
22,4.5302,6.1622,0.0565,3.8955,0,43.6186,2.2636,9.6035,17.1116
22,4.9373,4.2873,0.6777,1.9632,1,3.4757,2.2829,40.7958,6.7493
15,9.1374,1.8234,0.3282,0.8091,0,4.1861,2.8665,71.4342,11.6888
28,4.1343,9.423,0.4678,2.1688,1,13.6804,2.267,29.3673,8.9021
23,5.6259,7.5507,0.6817,3.8594,0,32.6131,2.4711,1.3694,0.9306
15,8.0529,2.0802,0.9118,3.9038,1,8.9004,1.5969,56.1497,14.6286
26,4.5689,3.3771,0.8254,1.1527,1,40.8184,1.973,69.5022,20.9955
24,6.5988,8.0967,0.4506,0.8748,1,37.5215,1.4344,39.7403,22.1153
14,8.7613,6.9568,0.3878,4.6028,1,28.0502,0.8293,30.403,12.4182
16,9.5457,7.6578,0.2398,0.22,1,5.8034,0.9401,49.5731,18.3812
23,2.3237,4.412,0.3724,3.6737,0,49.411,1.0816,11.0227,17.0979
17,9.3393,7.1648,0.111,0.2321,1,24.5017,1.0219,64.7487,5.4936
18,5.429,3.8649,0.9711,4.1895,1,22.6037,1.5995,73.5964,1.5099
23,3.3242,2.1126,0.5739,4.5271,1,49.7785,0.7429,70.7584,17.9486
22,5.1322,6.3268,0.1278,1.4871,1,43.1934,1.5499,33.538,6.7847
21,9.8203,9.7601,0.3528,0.3697,1,22.8184,2.7487,84.4284,13.1852
18,5.4336,3.106,0.547,2.4034,0,20.9401,1.2179,94.738,12.5775
18,3.9588,4.6097,0.5329,1.4923,0,4.7955,0.6679,30.4103,19.629
21,6.7006,6.74,0.0355,2.0857,1,46.3256,1.0406,27.0092,15.4715
28,3.1613,5.4151,0.9508,3.3249,1,42.1887,2.6307,70.7065,20.3315
30,1.6828,8.4343,0.2754,1.0491,0,15.5001,2.8251,71.1199,18.0537
30,2.1599,7.6174,0.0162,1.7848,0,37.6661,2.6601,51.5313,23.996
20,2.1524,0.583,0.0764,3.9128,0,38.1365,0.862,92.4087,20.733
27,2.3671,9.9842,0.5802,3.2188,0,11.3955,1.1635,15.4852,5.0658
32,2.2494,7.524,0.1378,1.6314,1,30.6828,2.9248,48.2593,23.0733
18,6.7679,8.639,0.0417,3.3215,1,12.7514,0.9716,4.4855,8.1632
24,2.6369,6.512,0.3796,3.8266,1,39.4943,0.4136,6.2129,14.5882
20,4.111,8.5629,0.6228,2.9624,0,7.6905,0.8463,6.3148,22.5924
15,9.0711,1.1238,0.1118,1.1975,1,33.4453,2.8919,49.687,5.14
20,5.2657,3.4774,0.3133,0.0012,0,16.3006,1.2476,59.3075,20.5752
22,7.008,8.7642,0.4178,4.0142,1,1.8091,2.8016,1.3453,22.8757
18,2.5509,2.0166,0.1595,4.1132,1,6.1852,0.3122,63.6221,20.49
24,2.7306,0.7824,0.5061,3.488,1,32.745,2.2982,49.4804,19.6601
24,1.3678,7.8812,0.0852,0.3829,0,11.9957,0.28,23.1564,6.3507
24,2.5204,8.3549,0.0465,2.9261,0,31.5518,0.5925,2.4949,9.7704
21,3.5073,1.6265,0.5198,4.1051,1,20.7411,1.8483,16.4542,18.248
27,2.5931,8.5435,0.2479,1.9483,0,34.6357,1.3034,60.4329,2.836
30,1.7983,6.8677,0.0954,0.99,1,24.6474,2.0,66.2252,21.3209
29,2.0857,5.2008,0.4239,2.9381,1,15.4274,2.9202,65.0591,5.0462
20,5.147,8.3025,0.9151,4.1315,1,7.291,0.1581,16.1631,13.5554
23,2.857,4.1925,0.7242,0.2443,1,17.0549,0.5749,91.2102,2.5214
19,4.2784,1.9399,0.8156,2.9848,0,31.7447,1.9207,41.6843,4.4446
23,5.5308,2.8485,0.8719,3.2159,1,37.0237,2.6896,77.0327,14.052
18,7.2136,5.0516,0.9726,3.0118,0,8.017,2.3929,17.4816,15.2314
26,1.3538,5.3133,0.7632,3.2502,0,33.2136,1.3967,47.5863,6.474
20,8.1947,8.0558,0.6084,3.1569,1,8.964,2.2364,52.6306,2.8583
19,6.6511,7.9135,0.3654,0.652,0,11.091,0.6243,77.2652,13.1893
24,1.7358,5.8137,0.1816,1.1747,0,26.5659,0.0412,62.5304,20.1753
19,8.8622,7.8079,0.6867,3.095,1,14.4601,1.71,40.5309,4.8347
19,9.2879,1.9177,0.9949,0.0885,1,33.0798,2.4397,28.969,16.5976
23,1.5497,0.5006,0.4674,3.1737,1,47.7888,1.3003,97.3227,9.2611
27,3.4919,8.7363,0.7237,3.3269,1,7.4446,1.7077,29.1685,22.6341
13,8.2558,0.7555,0.4951,1.1959,1,28.5255,1.2665,13.8179,1.9818
17,7.7343,2.4669,0.4319,2.9907,1,46.165,1.5421,30.7413,0.9592
26,2.6607,6.9532,0.4103,2.6705,1,8.8264,2.653,33.3667,2.9834
24,2.8841,4.0945,0.5046,1.3035,0,18.3425,1.4344,13.6581,18.7787
24,4.3342,8.7631,0.3669,2.3149,1,6.1808,0.0224,71.1064,22.1465
22,5.3607,2.9798,0.7488,4.5481,1,32.1019,2.3995,62.2973,19.7394
16,6.5643,0.1187,0.8743,2.133,0,33.4571,1.8532,32.3449,17.228
19,4.3202,3.0066,0.8829,3.1492,0,33.2091,2.1912,99.307,1.382
27,5.1628,5.7808,0.2277,0.1768,1,27.1064,2.7033,65.8461,5.1315
19,7.7272,3.7594,0.8959,0.389,1,37.313,0.8586,70.6154,22.4491
27,1.3301,5.3487,0.3416,0.4065,1,1.7939,1.5092,56.1611,14.947
28,3.2719,8.766,0.3093,3.8912,1,47.8757,1.8075,55.6059,11.2398
22,7.4201,9.1249,0.7268,1.7513,1,11.1048,1.0362,2.9822,15.6555
15,9.0569,2.6597,0.3047,1.1381,1,6.0781,2.5382,77.3197,4.2863
22,5.6051,4.6214,0.053,3.7366,1,47.0568,2.0927,91.1633,21.4289
24,5.789,5.4914,0.3736,0.8498,1,41.5218,2.2002,13.1041,15.7513
33,1.9645,9.4911,0.7215,1.2325,0,38.2435,2.424,79.7674,11.3099
23,5.0267,9.9862,0.327,2.1547,1,5.2373,0.7743,53.8964,10.977
22,5.7936,2.3541,0.6296,1.6572,1,40.3765,2.2369,29.2456,19.7371
27,3.1822,7.2698,0.6601,2.927,1,30.4512,2.3214,92.1675,7.3888
23,3.4232,3.7803,0.7337,1.6892,0,36.5954,2.5272,2.7197,3.2912
21,4.3956,0.0811,0.8971,1.9648,1,48.9035,1.4656,28.1318,4.4561
19,1.1806,0.0925,0.4326,4.3144,0,9.7221,1.5126,88.7387,1.9473
19,3.8987,4.6057,0.1664,4.4227,1,25.2191,0.2945,48.6204,12.1887
26,2.903,4.8833,0.3189,4.1386,1,37.6676,2.5564,60.2933,16.2542
